N,P,K,temperature,humidity,ph,rainfall,label,soil_moisture,soil_type,sunlight_exposure,wind_speed,co2_concentration,organic_matter,irrigation_frequency,crop_density,pest_pressure,fertilizer_usage,growth_stage,urban_area_proximity,water_source_type,frost_risk,water_usage_efficiency,THI,NBR,WAI,PP,SFI,expected_total_resource_needs
90,46,42,23.97898217,0.8145061596,7.50283396,250.0832336,rice,0.15404600446017935,2,8.554866438403772,3.5335211917178566,387.838957847824,0.033123746458937446,2,6.024622352933802,65.42929939559889,162.39579093341422,1,36.39975138070278,2,79.21176901091427,4.956311495518364,73.38532571616358,0.4666666666666667,16.56061091311478,0.3540127807115777,0.358649899716715,82.85633439082612
78,58,44,26.80079604,0.8088684822000001,5.108681786,284.4364567,rice,0.1569649075752503,1,5.962473079366161,7.89643882264818,359.04279531520604,0.06142806338720238,6,7.755604910749735,44.776936686283655,196.08297109004903,3,7.030797616012851,3,26.72412345028374,1.5690463286676493,77.87124990294657,0.5641025641025641,17.21285914705464,0.2915470801008913,0.36491424507097625,97.90217957593609
93,56,36,24.01497622,0.8205687182,6.98435366,185.2773389,rice,0.18102299560975804,3,10.509164776834664,4.249812524263021,439.9141828695301,0.03208669383951548,2,7.552875738109826,80.6212931315953,83.06454514117044,1,40.4247179730376,2,12.45162810967173,1.0297367847931582,73.50172968836888,0.3870967741935484,12.165402740518472,0.4009216275003264,0.3725669355071613,41.647639816567185
94,50,37,25.66585205,0.8066385045,6.94801983,209.5869708,rice,0.19742522826826037,2,7.613462956316367,3.9259507614610967,431.6839322952465,0.011538330760013102,4,13.520434354100503,91.7188882485618,78.3083947509769,2,10.157776806077878,2,30.71243535709793,4.410523115565436,76.02015168953027,0.39361702127659576,13.166227809912726,0.35532644200307584,0.3629230664608011,40.98545382082289
60,48,39,24.28209415,0.8030025587,7.042299069,231.0863347,rice,0.2334511451117176,1,10.168697865057386,13.214305576708757,386.14283047459605,0.08705518065479506,3,14.312229905712677,13.358098388005168,117.26676065919187,3,43.476465497635566,1,50.39889549176869,1.3745635802528169,73.7610222077643,0.65,15.059863468508302,0.37629750260154465,0.30096441445238364,58.75908093494487
85,38,41,21.58711777,0.827883708,6.249050656,276.6552459,rice,0.12287843010348429,1,10.748001538790213,18.99798488965525,435.4804751841295,0.08550569187407961,1,15.303243639522,31.42938168793934,182.0508467996191,3,14.486082459985944,2,38.68300438556499,1.1359236150294585,69.61979192526029,0.4470588235294118,19.84583053688396,0.38124750565055476,0.3348404553499264,90.687315431636
91,35,39,23.79391957,0.8041817957,6.970859754,206.2611855,rice,0.20505529046999704,2,8.914357978526676,5.605837157503199,362.0769125293712,0.050837442665961456,5,6.886703068768259,14.483418321200748,74.4938501084522,3,35.14762403771211,3,77.8685812971585,1.085565894426281,72.98955476446397,0.38461538461538464,13.803688905165496,0.34782484366397914,0.33406699541327695,37.46572535553042
77,38,36,21.8652524,0.8019230079999999,5.953933276,224.5550169,rice,0.1986297771132577,3,9.604758001573376,15.037544987768992,449.099982387764,0.03287939301403511,6,8.66938933565357,50.16163399739286,75.75147164765943,2,4.852330346328937,1,83.16991783223679,2.290178559584014,69.87875958008722,0.4675324675324675,16.147561738858194,0.3753678128568835,0.3046303514411229,38.69432667402592
88,35,40,23.57943626,0.8358760316,5.85393208,291.2986618,rice,0.2575100657263861,1,5.156131899329995,11.966922691518535,387.84517226922674,0.08826688210121965,6,13.41922724517027,21.42755696379507,87.37678676139276,2,24.83894964192667,2,49.834587199231606,1.3075942280167938,72.93641976133395,0.3977272727272727,20.123376516030824,0.2833879295557478,0.3330613505680976,43.963460995529715
89,45,36,21.32504158,0.8047476396000001,6.442475375,185.4974732,rice,0.17850955791197684,1,11.30220543702904,2.5680289175683435,386.9120485709592,0.08137254880064633,2,13.331189009949806,90.87507422306253,145.35805048578587,2,43.27565016907384,1,3.070325598982515,1.4701086515910866,69.03294412963686,0.4044943820224719,13.499457709994838,0.36500728034893204,0.3465098039040517,72.70046866435001
76,40,43,25.15745531,0.8311713476,5.070175667,231.3843163,rice,0.1692544358289537,2,7.193711117792186,16.94274790637595,380.1545777290284,0.03757578539131919,6,11.439381139697474,43.70821709513933,69.95604214677172,3,9.150663021420286,3,94.38189733419962,3.672312161909824,75.46725287475948,0.5263157894736842,14.80101075914712,0.3296976528078087,0.3210060628313056,36.508363070635454
67,59,41,21.94766735,0.8097384194999999,6.012632591,213.3560921,rice,0.139285897742515,3,8.401741241240257,17.444358494246778,427.3210034453396,0.049411167167386603,1,5.261348665063728,37.08392899537516,177.95358783440952,3,23.13274544495867,3,15.47295955998289,2.4656465098439284,70.06977011090075,0.6119402985074627,15.369461212527195,0.3515646108313946,0.33795289337339096,89.3160553538956
83,41,43,21.0525355,0.8267839517,6.254028451,233.1075816,rice,0.15054079970805906,1,8.353858331438325,1.0286659731733572,422.1631803965448,0.05154205083843069,2,5.844103097052975,71.06154282829911,68.9503249773089,1,43.62347417344994,3,20.140472654441886,2.686871510725461,68.74223798951454,0.4939759036144578,17.46020064181772,0.33828943576392567,0.3381233640670745,35.47972539006628
98,47,37,23.48381344,0.8133265073,7.375482851,224.0581164,rice,0.21665501586766386,3,11.40035146640266,7.178125230806383,387.1073930580847,0.02524754582480912,3,7.674413593102753,66.68658019500681,56.29101402022205,3,33.55821259097579,2,77.15182533785733,2.6293142066193536,72.57515701012,0.37755102040816324,14.927972254589669,0.38715074710555936,0.3660198036659848,29.195933158079878
66,53,41,25.0756354,0.8052389148,7.778915154,257.0038865,rice,0.13741746858175927,2,8.232858165322387,1.2902067748532486,434.99224295037806,0.07417834013024693,2,13.420275630579985,66.96630853056874,161.99888092080016,1,21.855042906713884,1,75.12350816058637,3.988721923678906,75.05694538429645,0.6212121212121212,16.33309953717781,0.3681995982965178,0.32593426721041974,82.18187468609347
97,59,43,26.35927159,0.8404403589,6.286500176,271.3586137,rice,0.2552548813642485,1,5.029698818479235,12.957018280144002,354.2222341724808,0.023172103907133666,2,10.720871310411214,89.94165562227481,123.91618268614567,1,15.840594303675386,3,80.56353348649273,2.7810452572861557,77.53847177928216,0.44329896907216493,16.88411584758358,0.26902494549886247,0.3998537683125707,62.73434678674147
97,50,41,24.52922681,0.8054498576,7.070959995,260.2634026,rice,0.16900405299964402,1,7.130601915609544,16.285840161183593,387.0109983219061,0.042292771170087846,1,9.288550189993176,34.12657847522734,186.48685102113703,3,27.329056036699583,1,29.00824790733667,4.596199347451918,74.18196573971261,0.422680412371134,17.035714704905747,0.3307670198369922,0.37938342169360706,94.59251373310407
60,49,44,20.77576147,0.8449774397,6.244841491,240.0810647,rice,0.1407087343441151,1,8.20556958897901,18.85925311258835,382.4049654362147,0.06409720868261506,4,15.92940372453539,42.57121963780162,54.46000266994612,2,27.513657535428003,3,24.079101189899237,1.169038310400524,68.4079837790585,0.7333333333333333,18.21091907545985,0.3184819110930436,0.3111277766946092,27.57920624696119
84,51,35,22.30157427,0.8064416466000001,6.043304899,197.9791215,rice,0.1241872292580177,3,6.495707284772177,13.90703851581521,385.59068019596657,0.048526411769378726,5,6.141819410846823,41.556331929529954,123.11369498702734,3,15.718680974054983,1,49.51670996926777,1.457174298152816,70.61341798103099,0.4166666666666667,14.23479666883949,0.3064367114321503,0.3438821129415503,61.716123121866026
73,57,41,21.44653958,0.8494375961999999,5.824709117,272.2017204,rice,0.2403853195047953,2,7.395417364492115,15.97704743199468,409.13507585559415,0.02374012772166458,4,14.308048809199102,45.57980344027099,143.3450708523203,1,33.469149566509856,1,72.29219081889899,3.667281714640228,69.54282730636336,0.5616438356164384,20.2442369339789,0.32316172888073236,0.3438992102177332,72.81144723893082
92,35,40,22.17931888,0.8033127223,6.357389366,200.0882787,rice,0.1178666410407552,2,7.827432567657639,19.205834810173457,449.7528366782212,0.011610994447862979,3,10.644278367228107,32.18107344470167,112.78792329339365,1,30.478580663185745,3,87.23012611655435,3.8583490632502895,70.39268093113259,0.3804347826086957,14.318258938064854,0.3517698619228929,0.33492887955582906,57.7690464674755
85,37,39,24.52783742,0.8273685569,6.364134968,224.6757231,rice,0.1858080280678941,1,10.681930603549745,3.936908658170577,440.5935604117024,0.047192689028450176,6,15.78996607668547,5.000830207015228,73.55137622003463,1,22.972076616170384,2,11.030281219282845,1.2581960363365012,74.40172416670322,0.43529411764705883,14.419397532929954,0.4047849302509606,0.32577541512227604,37.095480070867374
98,53,38,20.26707606,0.8163895217,5.01450727,270.4417274,rice,0.12173006937040183,3,7.411662488078816,5.978189568747238,437.3522817666761,0.08659881716344454,6,10.992251318755232,46.72542365743689,134.2455911192905,2,49.82165834015599,1,41.05329141913438,3.4668364446701974,67.40348026640092,0.3877551020408163,21.083910783750966,0.31666482699469006,0.38492790537307564,68.23018480771589
88,54,44,25.7354293,0.8388266233999999,6.149410611,233.1321372,rice,0.23334027410401842,3,11.435795412825094,1.123597347821832,428.43707637137913,0.05118385270098012,5,8.58871956139635,2.002447204415725,127.80651505647134,1,2.910249616931365,1,71.06733199806864,3.478428457663009,76.49680332450842,0.5,14.290284909444027,0.4081278210081931,0.3760947082160785,65.03756861103885
95,55,42,26.79533926,0.8214808730000001,5.950660556,193.3473987,rice,0.23978828255346407,3,11.40265470663751,14.23982332784258,440.2770546568698,0.028606047983092936,6,19.940179865130624,18.592823085504907,148.6785351076055,1,29.808356985813404,3,87.44669457509315,4.937106996587655,78.01880552443598,0.4421052631578947,11.4695107464402,0.4068407173631388,0.3862884838386475,76.10080573457903
99,57,35,26.75754171,0.8117734011000001,5.960370061,272.2999056,rice,0.20463412227529026,1,6.288513600129082,15.68068087321974,414.95432438786736,0.09040013385591829,6,6.191903207615072,2.7200192410222424,185.9919749922708,2,2.1033043307092605,1,97.66742866354488,3.86799401207321,77.83755703116182,0.35353535353535354,16.526264666335432,0.31836525570224555,0.38923201070847346,94.04281666313821
95,39,36,23.86330467,0.8315250801,5.561398642,285.2493645,rice,0.18195485336675352,2,9.659394559081736,5.91500978313838,423.024884017376,0.023715055511692954,1,7.624250507782482,62.71503007028074,57.9637403385222,3,10.362238021056095,3,6.8526759252996,1.049513577841978,73.35961890973246,0.37894736842105264,18.84531623970244,0.38303709472084535,0.34189720444093546,29.221511175022425
60,43,44,21.01944696,0.8295221725999999,7.416245107,298.4018471,rice,0.19474000223031218,3,10.173810986216726,5.6144207297556825,381.3204769233853,0.06184190584365346,2,13.158529897373638,45.73350743512405,142.7926757284559,2,3.2353428707002307,2,21.146305191155516,2.208341569439201,68.70653559166966,0.7166666666666667,22.08928606243474,0.346673886435323,0.2989473524674923,71.79529522088863
63,44,41,24.17298839,0.8372875740000001,5.583370042,257.0343554,rice,0.10470323050276076,3,6.112574760750782,11.560939120014613,446.1576903753747,0.05191292845811837,5,19.669808340988297,13.415560327065524,162.2816929151758,3,8.469410839964864,1,42.22708139720211,4.558693861518211,73.92119245179327,0.6507936507936508,17.10989651309691,0.3277797180238545,0.3001530342766495,82.63643276060202
62,42,36,22.78133816,0.8206719137,6.430010215,248.7183228,rice,0.19710007744846478,1,10.665139917708814,16.508163220734254,415.2461742627597,0.08748923931901138,2,17.747714548222874,79.52545134432043,65.14449898572833,3,44.58429975024805,3,6.113864053934615,3.606250188625616,71.50339935513404,0.5806451612903226,17.076161769458363,0.3856500470467834,0.28699913914552094,34.05001459111658
64,45,43,25.62980105,0.8352842314,5.534878156,209.9001977,rice,0.1724189818218961,2,10.912255011011943,5.994164681549803,428.6996405925293,0.026018903398000268,3,14.830346646255126,82.17204057073666,161.6658188784206,3,29.801272180384583,1,47.308195054078,1.0867395612698545,76.28391657882416,0.671875,12.917506421850748,0.40264844599777133,0.30608151227184005,80.5944296880855
83,60,36,25.59704938,0.8014509262,6.903985986,200.834898,rice,0.23532235559361867,3,8.76691037407468,8.119286466905507,401.04588920009286,0.08410945628340925,1,5.545100233843027,86.37193496156841,74.7326110897238,1,6.334056913628555,1,88.2559796343018,4.937216070656682,75.85152510030814,0.43373493975903615,12.605872365605595,0.3636500430770561,0.3647287565026728,39.44262722831769
82,40,40,23.83067496,0.8481360127,6.271478838,298.5601175,rice,0.2269162021413681,1,6.60503715579402,15.55397090533756,437.1088966025384,0.07030883615149051,2,7.031841761325804,43.38731405276066,195.8162786796658,1,3.5154381351317934,3,36.92147305256569,4.652537295264811,73.46303502564413,0.4878048780487805,20.185599262227434,0.3352105068639112,0.3296247068921193,99.24941137029539
85,52,45,26.31355498,0.8236698992,7.224285503,265.5355937,rice,0.10924939769484349,1,9.8176727910344,9.747403754434998,368.0356909411808,0.018143648596860774,6,14.080812219915186,90.09073038644414,181.7079578905352,1,22.93944674847825,3,15.53085869725066,2.825826540035038,77.26368061349025,0.5294117647058824,15.943308603215947,0.36188627150190844,0.3654514918877489,91.40739746659223
91,35,38,24.8972823,0.8052586088,6.13428721,183.6793207,rice,0.1465936235062398,1,7.719460462143672,18.6770593044926,407.8865852923116,0.04846932379532681,6,8.775049596009735,98.9995425042727,130.2798842463123,2,21.9793870975708,2,10.359632793076036,3.257700872428641,74.77085278107887,0.38461538461538464,11.838231615287812,0.34968023585721697,0.33187754590362617,66.16384693290433
76,49,42,24.958779,0.8447963371999999,5.206373153,196.9560008,rice,0.15672750919557646,3,10.14681184399114,9.895260931811752,423.0962709665236,0.0642222247707992,3,6.765426686979041,88.5524671721141,87.01920348090971,2,5.510014012877839,3,18.33425108498282,2.243055952362575,75.28704102450428,0.5526315789473685,12.474215571174945,0.39196542747947105,0.33913777798166395,44.215575363517424
74,39,38,23.24113501,0.8459201842999999,7.782051313,233.0453455,rice,0.20817483059055242,3,11.91334985819856,11.206828237810033,392.47297638412806,0.02514791433556788,6,18.05209272255442,12.797245190699236,57.79366971753189,2,8.956987271527167,3,3.006486696932764,2.389991554637027,72.47180256508038,0.5135135135135135,15.604917647587282,0.39309137263238114,0.3040118331468455,29.854522338168977
79,43,39,21.66628296,0.8070960551,7.062779015,210.8142087,rice,0.16434935959029834,1,8.620858210010176,7.996159945564127,373.4682793057467,0.042937145272935295,4,5.724663012476134,51.50982369776087,151.98828590293806,3,39.88277176919184,3,95.62224628259068,2.7800309771194263,69.59761468025636,0.4936708860759494,15.372573628324508,0.33200878819792756,0.3254349716218349,76.65153682465133
88,55,45,24.63544858,0.8041363018,7.730367824,253.7202781,rice,0.1483400005660129,3,7.029931524736568,14.434281252135346,420.6499543076612,0.017059432979616953,6,15.951517619057755,11.010510353792712,98.02721357338356,1,17.10798930512149,2,11.032124827970405,4.338717263699402,74.33905463238526,0.5113636363636364,16.5340271696757,0.3408755395329345,0.37736475463836944,50.73279704709237
60,36,43,23.43121862,0.8306310136,5.286203711,219.9048349,rice,0.24812198767465202,1,7.1699310899608175,7.122173780010099,409.3179306793328,0.022645154872020047,6,14.054509318880132,41.56000215352197,90.25123166275117,1,4.335156741635321,3,40.45347159293695,1.179476422724584,72.64658517237379,0.6,15.130968386130558,0.33581689171571816,0.27981161238976165,45.323021025887776
76,60,39,20.0454142,0.8034775620000001,6.766240045,208.5810155,rice,0.10907756040294556,2,9.518815468591033,4.538322562892398,446.2142258989603,0.09711797807054229,2,12.277305467128617,98.53192199244982,126.16351024579018,3,6.659135697162805,1,41.29659021359268,3.3426584464698568,66.97229499789619,0.5131578947368421,16.179570299557362,0.34675799095484416,0.3577694382456434,64.12421084422225
93,56,42,23.85724032,0.8222572988,7.382762603,195.0948311,rice,0.29146041129266137,1,8.706770211778142,8.006397242835632,364.4324680916244,0.07237875249463321,3,9.943805879583564,25.96809287969377,130.24024403885724,1,31.22242222634088,2,62.38411170401456,3.893675454174683,73.26207713562565,0.45161290322580644,13.139307533869841,0.34614051964631287,0.3877903001995707,66.42539647359663
65,60,43,21.97199397,0.8189918197,5.658169482,227.3637009,rice,0.21279364223543473,3,9.694557135285129,14.759346365481305,359.3430403515077,0.015614187930812968,3,15.134719809759044,70.62633951527407,101.3128211428695,1,10.19287102298922,3,49.9982438800276,4.331025133020088,70.17899629624773,0.6615384615384615,16.277888676390543,0.3434467756681995,0.3372491350344651,52.32237288143232
95,52,36,26.22916897,0.8383625818999999,5.543360238,286.5083725,rice,0.16404267961783817,1,9.506083980727048,9.96361333023617,410.9776457780935,0.03747581608849281,4,13.665584559067932,14.43284131608662,124.08871632013896,2,21.74750792119669,3,36.90025767066773,1.732768742010205,77.30046781542056,0.37894736842105264,17.332456375105394,0.3759524595223631,0.36899806528707946,62.32390233702182
75,38,39,23.44676801,0.8479352417,6.215109715,283.9338466,rice,0.13104904061824998,3,10.10608178157582,17.37441873678496,420.6999516017301,0.01835565413096777,2,11.00629674217113,99.43025731792928,141.51172728195272,1,14.240641354573762,2,78.3372724368921,3.656482896888309,72.82848782716317,0.5066666666666667,18.961215476284114,0.3858426258112358,0.3054684523304775,71.87660755562943
74,54,38,25.65553461,0.8347021081,7.120272972,217.3788583,rice,0.2198743157620418,1,8.364997214765754,6.428312409954922,372.50119767131713,0.052680516911223066,3,7.120670963023565,10.953229601268644,63.70842566808378,2,5.288644975579782,3,73.14725206396203,3.857388005841727,76.3194461547595,0.5135135135135135,13.613667455232449,0.34593810500316585,0.33621444135289785,33.47422038058728
91,36,45,24.44345477,0.8245432595,5.950647577,267.9761948,rice,0.23162051871738248,3,11.579201458855032,0.7639098737618966,414.9572079183464,0.03562903107046794,6,6.26214276716537,51.31985891047406,58.534785406313375,1,6.707805125271133,1,83.25806597493758,3.996544549895163,74.23602674869662,0.3956043956043956,17.166422920769794,0.40473025215186376,0.34685032248563746,31.01501178377333
71,46,40,20.2801937,0.8212354209999999,7.236705436,191.9535738,rice,0.14510480330649037,3,10.075854149612365,19.270908923947665,419.8428193210746,0.07460449893967257,2,11.346599804821285,70.21030642246134,131.47925278847293,2,10.731507879482011,2,10.484498111926776,4.986762807502485,67.45317830878105,0.5633802816901409,14.713860162084371,0.3487193429030378,0.3199683599151738,67.56769095720034
99,55,35,21.7238313,0.802389895,6.501697816,277.9626192,rice,0.13538539648190984,1,9.153951848687026,17.43376305411903,399.27840636225307,0.07792042020666548,6,13.835956010995186,59.3651907576288,53.32331105162666,1,4.531077958351326,1,32.65593194168696,1.5620905056992695,69.65563326780472,0.35353535353535354,20.061458319660645,0.34998512906359247,0.3842336336165333,27.232711680370638
72,40,38,20.41447029,0.8220802629,7.592490617,245.1511304,rice,0.14592365270038035,3,10.994239280777904,1.789767905513986,393.2001556575748,0.03901738921775506,6,5.407176816711667,8.700531740345085,53.445356185109375,3,18.26143682277273,3,20.926994270124133,3.256415373141469,67.67595354920743,0.5277777777777778,18.511909697854705,0.3509917393404287,0.3031213911374204,28.130120505961024
83,58,45,25.75528612,0.8351827127,5.875345751,245.6626799,rice,0.14696973511495068,1,10.098612476063089,16.102923423795584,425.2990992370175,0.09347480667753916,5,18.36459059319938,10.447536091915389,90.09117542879709,2,19.060004487984628,1,74.35069868011723,4.562012264508544,76.48796756118625,0.5421686746987951,15.069048862311076,0.39107788809334243,0.37947798453420317,46.90376589592178
93,58,38,20.61521424,0.8377345559,6.932400225,279.5451717,rice,0.1956912273836052,3,8.962662837776401,17.59924760989761,430.7068862283997,0.05780798200037314,4,14.367410418916537,1.2100892407415187,67.82375808154919,3,7.734178463661928,2,30.76431714255285,1.1678093088284922,68.09887113316975,0.40860215053763443,21.268955561335765,0.3436829149322918,0.38262463856002993,34.19365804892812
70,36,42,21.84106875,0.8072886384,6.946209881,202.3838319,rice,0.13825855174688848,2,9.139950658853223,13.327711148386475,366.15574674408026,0.03644763752764966,1,14.745989316097557,28.636245175283012,59.54664820922447,2,49.18398007850983,3,77.93952677708141,1.8753376905284456,69.8799452594283,0.5142857142857142,14.575028815247286,0.3380004223793549,0.298915811002212,30.413007682687166
76,47,42,20.08369642,0.8329114712000001,5.739175027,263.6372176,rice,0.12798551225078883,1,8.493220515439155,14.79314574382678,361.02091567323566,0.01985335032598622,4,7.303002128148399,13.445380845596954,134.0076579778979,2,42.93040374466491,3,66.24336098308976,3.4540275931594837,67.20097308303637,0.5526315789473685,20.56570806447689,0.30464171192350503,0.33158826802607894,68.08408033008024
99,41,36,24.45802087,0.8274835604,6.738652179,182.5616319,rice,0.16952351417059347,1,10.018050387435224,14.277774807927026,401.1430304659543,0.045256181184152845,3,11.81226410781256,47.84099194412511,170.64946473485531,3,33.346448676639675,1,23.656292621719523,3.625787958916628,74.28926361608511,0.36363636363636365,11.814996856402294,0.381087262405513,0.35562049449473226,86.2956242954582
99,54,37,21.14347496,0.8033502926,5.594819626,198.6730942,rice,0.15393957784044227,3,9.361882068000092,2.648310641948524,353.1164708535708,0.09107231414495245,6,17.87947383561629,66.87910668138838,60.55799294468706,1,29.336491212143034,2,23.257368366471454,1.4600224768097785,68.73215255025677,0.37373737373737376,14.738369909985893,0.32717740669519874,0.3872857851315963,30.763457611164124
86,59,35,25.78720567,0.8211124033,6.946636369,243.5120414,rice,0.10308661233612548,1,7.191549350538006,8.510774774915603,401.4504766264109,0.01241607294139976,4,7.32202807288316,23.5212562553598,71.62588155356148,2,33.87827329021119,2,1.9116639478861,4.537207268683988,76.37994035056508,0.4069767441860465,15.142605322788198,0.3365525469424644,0.36099328583531204,37.74019175974282
69,46,41,23.64124821,0.8028597873,5.012139669,263.1103304,rice,0.18880685233418695,2,10.831767020718932,15.844308334520589,428.4283883385776,0.08275411802198768,6,7.040859781572888,66.47197175806218,161.1511192985543,2,11.679116871575934,1,43.387930202188144,3.100221279464048,72.73242514026711,0.5942028985507246,17.4216868655981,0.39870557752949926,0.318620329441759,81.36731336483962
91,56,37,23.43191632,0.8056887849000001,6.363472208,269.5039162,rice,0.23365152996616825,2,10.630830430978955,7.055707864747114,431.437947572399,0.045959502507611584,4,13.757519351796471,32.29148179612109,139.16901748610525,1,40.37082457952749,3,58.590449975548765,2.538025948530431,72.42244674117927,0.4065934065934066,18.05535280509108,0.39626579674903123,0.37167676020060897,70.18644847419613
61,52,41,24.97669518,0.8389180500000001,6.880431223,204.8001847,rice,0.18825945982287362,2,10.805946367333611,1.5682839911427404,426.82988928449737,0.02775087902476876,5,15.476558419761076,41.72254045993387,188.18436225462816,2,6.203481960846608,3,75.91396560628976,4.2086307992241565,75.25433663985001,0.6721311475409836,12.935202496342912,0.4014793106503712,0.3102200703219815,95.28532293085767
67,45,38,22.72791041,0.8217068810000001,7.300410836,260.8875056,rice,0.2646537120009733,3,9.143613979505744,14.5416924741046,392.14531137505486,0.0976133822014606,2,7.14944570440716,31.222512485403364,92.15260517357126,2,4.194985620642871,2,75.06507363965994,2.9699200803837047,71.42542961624852,0.5671641791044776,18.193701588192067,0.3569416640014133,0.3078090705761169,47.104680080627325
79,42,37,24.87300744,0.8284022551,6.587918708,295.6094492,rice,0.28479208747976087,1,9.982401859212954,16.820796568383592,352.6022202925,0.06496361727723572,6,11.314347532403602,85.20503231387296,108.033406931707,2,29.125179044374285,2,52.85013703914488,3.748161739200655,74.97426893297508,0.46835443037974683,18.85084033690866,0.3599606966677681,0.3211970893821789,55.39412833036009
78,43,42,21.32376327,0.8300320458999999,7.283736617,192.3197536,rice,0.26958458153643255,3,11.513024035041528,13.171620444337286,405.7932062139446,0.08959053347735628,6,5.511130495515904,15.560573364494925,127.8709880901036,3,49.68373215866776,2,44.23937121236209,4.465167105403804,69.20595600832537,0.5384615384615384,14.060335799803982,0.37466511894136334,0.3331672426781886,65.56793165467076
